Name,Geburtsjahr,Todesjahr,Konfession,Biographie,Vorkommen,Varianten,Autor von,Anfangsjahr,Schlussjahr,Ist Mitglied von,Kategorien,Kommentar,Urheber von,Mitglieder,Dargestellt in,Literatur,Externe Ressourcen
Agnes von Glogau,zwischen 1293 und 1296,1361,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Anna von Glogau,1240,1271,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Elisabeth von Görlitz,1390,1451,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Katharina von Görz,,1391,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Paul Göttich,1586,1622,protestantisch,,,,,,,,,,,,,", Bd. 2, S. 243",Gemeinsame Normdatei (GND):
Hans Götz (Arzt),,,keine Angabe,,,,,,,,,,,,,,
Hans Götz,,,keine Angabe,,,,,,,,,,,,,,
Stefan Götz,,,keine Angabe,,,,,,,,,,,,,,
Wilhelm von Goldstein,ca. 1593,1632,protestantisch,,,,,,,,,,,,,",",
"Goliath, biblische Person",,,andere,,,,,,,,,,,,,", S. 612–613",Sandrart.net:
"Gonzaga, Eleonora, Kaiserin (HRR)",1598,1655,katholisch,,,,,,,,,,,,,",",Sandrart.net:
"Gottfried IV., Herzog (Niederlothringen)",ca. 1060,1100,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Gotthard I., Herzog (Kurland)",1517,1587,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Gottschalk, Bischof (Eichstätt)",,ca. 882,katholisch,,,,,,,,,,,,,", S. 38–39",Gemeinsame Normdatei (GND):
Emanuele Filiberto Goveano,,1637,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Johann Ludwig zu Grafeneck,,,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Andrew Gray,ca. 1574,1629,katholisch,,,,,,,,,,,,,",",
"Grazien, Göttinnen",,,,,,,,,,,,,,,,,Sandrart.net:
Johann Philipp Greck von Kochendorf,ca. 1557,1620,protestantisch,,,,,,,,,,,,,", S. 24",Gemeinsame Normdatei (GND):
Otilia Grecken,,,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Gregor XIII., Papst",1502,1585,katholisch,,,,,,,,,,,,,,Sandrart.net:
"Gregor XV., Papst",1554,1623,katholisch,,,,,,,,,,,,,,Union List of Artist Names (ULAN):
Gregor von Nazianz,329,390,christlich allgemein,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Greifen (Dynastie),,,,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Christoph Greuter,ca. 1571,1633,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Christoph Griebel zu Stockau,,1636,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Grieninger Johann Joachim,,1619,keine Angabe,,,,,,,,,,,,,", S. 11",
Anna Grimm,1578,1660,protestantisch,,,,,,,,,,,,,",",
Wolf Philipp Groß von Trockau,,1617,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Johann Joachim von Grüenthall,1576,1639,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Johann Christoph von der Grün,ca. 1555,1622,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Pangraz von der Grün,,1640,protestantisch,,,,,,,,,,,,,,
Leonhard Grundherr von Altenthann und Weiherhaus,1563,1624,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Ulrich Grundherr,1570,1654,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Jan Gruter,1560,1627,protestantisch,,,,,,,,,,,,,",",Sandrart.net:
Günther I. von Lindow-Ruppin,1212,1284,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Günther XLII., Graf (Schwarzburg-Sondershausen)",1570,1643,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Jeremias Günther,zwischen 1575 und 1580,zwischen 1633 und 1640,katholisch,,,,,,,,,,,,,", S. 244",Gemeinsame Normdatei (GND):
Heinrich Günzburger,,,christlich allgemein,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Ursula Günzburger,ca. 1415,,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Georg Gürtler,,1599,keine Angabe,,,,,,,,,,,,,", S. 240–242",Gemeinsame Normdatei (GND):
Alberto Nicolo Guidebon Cavalchino,,1684,katholisch,,,,,,,,,,,,,",",
Henri de Guise,1550,1588,katholisch,,,,,,,,,,,,,", S. 193–303",Gemeinsame Normdatei (GND):
Louis de Guise,1555,1588,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Gumppenberg (Familie),,,,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Albrecht von Gumppenberg,1560,1601,katholisch,,,,,,,,,,,,,", S. 277–280",
Georg von Gumppenberg,,1620,katholisch,,,,,,,,,,,,,", S. 320–321",Gemeinsame Normdatei (GND):
Heinrich von Gumppenberg,,1626,katholisch,,,,,,,,,,,,,", S. 295–305",
Johann Ludwig von Gumppenberg,1545,1596,katholisch,,,,,,,,,,,,,", S. 307–316",
Maria Felicitas von Gumppenberg,,,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Stephan von Gumppenberg,zwischen 1545 und 1550,1604,katholisch,,,,,,,,,,,,,", S. 283–292",Gemeinsame Normdatei (GND):
"Gundekar I., Bischof (Eichstätt)",,1019,katholisch,,,,,,,,,,,,,", S. 51–52",Gemeinsame Normdatei (GND):
"Gundekar II., Bischof (Eichstätt)",1019,1075,katholisch,,,,,,,,,,,,,", S. 64–69",Gemeinsame Normdatei (GND):
Gundrada,ca. 800,,katholisch,,,,,,,,,,,,,", S. 258, 303",Gemeinsame Normdatei (GND):
Johann Jakob Guth von Sulz,1543,1616,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Ludwig Guth von Sulz,ca. 1590,1653,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Georg Haan,,1628,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Habakuk, Prophet",,,andere,,,,,,,,,,,,,", S. 649–651",Gemeinsame Normdatei (GND):
Johann Habermann,1516,1590,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Mathilde von Habsburg,1251,1304,katholisch,,,Mechthild von Habsburg,,,,,,,,,,,Gemeinsame Normdatei (GND):
Habsburger (Dynastie),,,,,,Österreich (Dynastie),,,,,,,,,,,Sandrart.net:
Elias Hack,,,protestantisch,,,,,,,,,,,,,",",
Wilhelm Hackstein,,1623,katholisch,,,,,,,,,,,,,,
Johann Hadamar,,1615,keine Angabe,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Hadrian I., Papst",,,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Hans Ulrich Hämmerle,,zwischen 1636 und 1637,katholisch,,,,,,,,,,,,,", S. 225–226",
Stephan Heinrich Haffner,,1628,protestantisch,,,,,,,,,,,,,", S. 13",
Maria Hafner,zwischen 1588 und 1594,,katholisch,,,,,,,,,,,,,", Bd. 3, S. 22, S. 47",Gemeinsame Normdatei (GND):
"Hagar, biblische Person",,,andere,,,,,,,,,,,,,,Sandrart.net:
Joachim von Hagen,,,keine Angabe,,,,,,,,,,,,,,
Ulrich Hagenohr,,,christlich allgemein,,,,,,,,,,,,,",",
Augustin Haimbl,,1629,katholisch,,,,,,,,,,,,,",",
"Haimon, Herzog von Dordone",,,keine Angabe,,,,,,,,,,,,,,
"Haimon, Söhne (Haimonskinder)",,,,,,,,,,,,,,,,,
Christoph Hainhofer,1565,1616,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Hieronymus Hainhofer,1579,1632,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Philipp Hainhofer, Kinder",,,,,,,,,,,,,,,,", S. 438–440",
Regina Hainhofer,1582,zwischen 1625 und 1654,protestantisch,,,,,,,,,,,,,",",
Wolf Melchior Hainhofer,1591,1617,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Barbara Haintzel,1484,1555,christlich allgemein,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Johann Peter Haintzel von Degerstein,1572,1608,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Heinrich Haintzel,,,christlich allgemein,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Heinrich Haintzel,1364,1407,christlich allgemein,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Heinrich Haintzel,1429,1494,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Johann Baptist Haintzel,1524,1581,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Johann Heinrich Haintzel,1553,,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Johann Ludwig Haintzel,,,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Johannes Haintzel,1478,1543,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Peter Haintzel,1400,1480,christlich allgemein,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Håkon VI., König (Norwegen)",ca. 1341,1380,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Afra Halbherr,ca. 1375,,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Adam von Hallegg auf Ratzenegg,,1630,protestantisch,,,,,,,,,,,,,", hier S. 149",
Caterina Haller,ca. 1405,1473,christlich allgemein,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Dietrich Haller,,,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Ernst Haller von Hallerstein,1551,1618,keine Angabe,,,,,,,,,,,,,", Bd. 2, S. 525",
Johann Albrecht Haller von Hallerstein,1569,1654,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Lazarus Haller von Hallerstein,1568,1633,keine Angabe,,,,,,,,,,,,,", S. 278",
Martin Haller von Hallerstein,1551,1617,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Sigmund Haller von Hallerstein,1575,1620,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Ham, biblische Person",,,andere,,,,,,,,,,,,,", S. 283",Sandrart.net:
Albrecht von Hanau-Münzenberg,1579,1635,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Amalie Elisabeth von Hanau-Münzenberg,1602,1651,protestantisch,,,,,,,,,,,,,,Sandrart.net:
Friedrich Ludwig von Hanau-Münzenberg,1610,1628,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Heinrich Ludwig von Hanau-Münzenberg,1609,1632,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Philipp Wolfgang von Hanau-Lichtenberg,1595,1641,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Wilhelm Reinhard von Hanau-Münzenberg,1607,1630,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Hanna, biblische Person",,,andere,,,,,,,,,,,,,,Sandrart.net:
"Hanna, Prophetin",,,andere,,,,,,,,,,,,,,Sandrart.net:
"Hannas, Hoherpriester",,35,andere,,,,,,,,,,,,,", S. 74",Sandrart.net:
Wolfgang Hannemann,,1607,katholisch,,,,,,,,,,,,,", S. 84–92",Gemeinsame Normdatei (GND):
"Hannibal, Feldherr",ca. 247 v. Chr.,183 v. Chr.,andere,,,,,,,,,,,,,,Union List of Artist Names (ULAN):
Johann von Harling,,1647,protestantisch,,,,,,,,,,,,,,
David Harsdörfer,1584,1654,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Paul Harsdörfer,1574,1632,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Philipp Harsdörfer,1577,1631,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Elisabeth IV. Hartmann,,,katholisch,,,,,,,,,,,,,,
Elisabeth Hartmann,1366,1423,christlich allgemein,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Jos Hartmann,,,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Hartwig von Grögling-Dollnstein, Bischof (Eichstätt)",,1223,katholisch,,,,,,,,,,,,,", S. 89–92",Gemeinsame Normdatei (GND):
Alexander von Haßlang,ca. 1560,1620,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Johannes Hauber,1572,1620,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Christoph von Haugwitz,,ca. 1640,protestantisch,,,,,,,,,,,,,", § 729, § 1539",Gemeinsame Normdatei (GND):
Cornelius Jansen Hauser von Ach,,1611,keine Angabe,,,,,,,,,,,,,", Bd. 70 (2011), S. 218",
Martin Hausmann,,,protestantisch,,,,,,,,,,,,,",",
Johann Heberer,1568,1628,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Erich Hedemann,1567,1636,keine Angabe,,,,,,,,,,,,,", Bd. 3, S. 137–138 (Wilhelm Klüver)",Gemeinsame Normdatei (GND):
Jakob Hefl,,,katholisch,,,,,,,,,,,,,,
Georg Heher,1567,1627,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Daniel Heider,ca. 1572,1647,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Kaspar Heider,ca. 1554,1629,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Jakob Heilbronner,1548,1618,protestantisch,,,,,,,,,,,,,", S. 434–437",Gemeinsame Normdatei (GND):
"Heinrich, Herzog (Mecklenburg-Stargard)",,1466,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Heinrich I., Herzog (Bayern)",zwischen 919 und 922,955,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Heinrich I., Herzog (Braunschweig-Lüneburg-Grubenhagen)",1367,1322,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Heinrich I. von Zipplingen, Bischof (Eichstätt)",,1228,katholisch,,,,,,,,,,,,,", S. 94–96",Gemeinsame Normdatei (GND):
"Heinrich I., Fürst (Mecklenburg)",ca. 1230,1302,katholisch,,,,,,,,,,,,,", S. 14–16",Gemeinsame Normdatei (GND):
"Heinrich I., Fürst (Mecklenburg-Güstrow)",ca. 1245,1291,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Heinrich I., Markgraf (Meißen)",ca. 1070,1103,christlich allgemein,,,,,,,,,,,,,", Bd. 2, S. 288, Anm. 70.",Gemeinsame Normdatei (GND):
"Heinrich I., König (Ostfrankenreich)",ca. 875,936,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Heinrich II., Herzog (Brabant)",ca. 1207,1248,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Heinrich II. von Dischingen, Bischof (Eichstätt)",,1231,katholisch,,,,,,,,,,,,,", S. 96–97",Gemeinsame Normdatei (GND):
"Heinrich II., Landgraf (Hessen)",ca. 1264,1298,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Heinrich II., Herzog (Holstein-Rendsburg)",ca. 1316,1384,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Heinrich II., Kaiser (HRR)",zwischen 973 und 978,1024,christlich allgemein,,,,,,,,,,,,,", S. 121",Gemeinsame Normdatei (GND):
"Heinrich II., Herzog (Lothringen)",1563,1624,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Heinrich II., Herzog (Mecklenburg)",1262,1329,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Heinrich II., Markgraf (Meißen)",zwischen 1103 und 1104,1123,christlich allgemein,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Heinrich II., Herzog (Münsterberg-Oels)",1507,1548,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Heinrich II., Herr (Reuß-Burgk)",1575,1636,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Heinrich II., Herr (Reuß-Gera)",1572,1635,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Heinrich II. von Werle,ca. 1262,,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Heinrich III. von Ravensburg, Bischof (Eichstätt)",,1237,katholisch,,,,,,,,,,,,,", S. 98–100",Gemeinsame Normdatei (GND):
"Heinrich III., König (Frankreich)",1551,1589,katholisch,,,,,,,,,,,,,", S. 29–33",Gemeinsame Normdatei (GND):
"Heinrich III., Kaiser (HRR)",1017,1056,katholisch,,,,,,,,,,,,,,Sandrart.net:
"Heinrich III., Herzog (Mecklenburg-Schwerin)",ca. 1337,1383,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Heinrich III., Herr (Reuß-Burgk)",1578,1616,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Heinrich III., Herzog (Sachsen)",zwischen ca. 1129 und 1130,1195,katholisch,,,,,,,,,,,,,", S. 323",Union List of Artist Names (ULAN):
"Heinrich IV., König (Frankreich)",1553,1610,protestantisch,,,,,,,,,,,,,,Deutsche Biographie:
"Heinrich IV., Herzog (Mecklenburg-Schwerin)",1417,1477,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Heinrich V. Schenk von Reicheneck, Bischof (Eichstätt)",,1344,katholisch,,,,,,,,,,,,,", S. 158–163",Gemeinsame Normdatei (GND):
"Heinrich V., Kaiser (HRR)",ca. 1086,1125,katholisch,,,,,,,,,,,,,,Union List of Artist Names (ULAN):
"Heinrich V. von Knöringen, Bischof (Augsburg)",1570,1646,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Heinrich V., Herzog (Mecklenburg-Schwerin)",1479,1552,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Heinrich V., Herr (Reuß-Untergreiz)",1549,1604,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Heinrich V., Herr (Reuß-Untergreiz), im Jahr 1613 minderjährige
               Söhne",,,protestantisch,,,,,,,,,,,,,,
"Heinrich V., Pfalzgraf (Rhein)",ca. 1173,1227,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Heinrich VII., Kaiser (HRR)",zwischen 1274 und 1275,1313,katholisch,,,,,,,,,,,,,,Union List of Artist Names (ULAN):
"Heinrich VII., Graf (Ortenburg)",1556,1603,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Heinrich VIII. von Ulm-Langenrain, Fürstabt (Kempten)",1568,1616,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Heinrich XIII., Herzog (Bayern)",1235,1290,katholisch,,,,,,,,,,,,,", S. 323",Gemeinsame Normdatei (GND):
"Heinrich XIV., Herzog (Bayern)",1305,1339,katholisch,,,,,,,,,,,,,", S. 323",Gemeinsame Normdatei (GND):
"Heinrich XV., Herzog (Bayern)",1312,1333,katholisch,,,,,,,,,,,,,", S. 323",Gemeinsame Normdatei (GND):
"Heinrich XVI., Herzog (Bayern-Landshut)",1386,1450,katholisch,,,,,,,,,,,,,", S. 323",Gemeinsame Normdatei (GND):
"Heinrich XVIII., Herr (Reuß-Obergreiz)",1563,1616,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Heinrich IV. von Württemberg, Bischof (Eichstätt)",,1259,katholisch,,,,,,,,,,,,,", S. 105–108",Gemeinsame Normdatei (GND):
"Heinrich Borwin I., Fürst (Mecklenburg)",,1227,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Heinrich Borwin II, Fürst (Mecklenburg)",ca. 1170,1226,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Heinrich Borwin III., Fürst (Mecklenburg-Rostock)",ca. 1220,,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Heinrich der Fromme, Herzog (Sachsen)",1473,1541,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Heinrich Friedrich, Fürst von Wales",1594,1612,protestantisch,,,"Henry Frederick Stuart, Prince of Wales",,,,,,,,,,,Gemeinsame Normdatei (GND):
"Heinrich Julius, Herzog (Braunschweig-Wolfenbüttel)",1564,1613,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Heinrich von Ulm,,1617,keine Angabe,,,,,,,,,,,,,", S. 173",
"Heinrich Wenzel, Herzog (Münsterberg)",1592,1639,protestantisch,,,,,,,,,,,,,", S. 58, 61, 63, 201",Gemeinsame Normdatei (GND):
Joseph Heintz der Ältere,1564,1609,protestantisch,,,,,,,,,,,,,,Sandrart.net:
Hekabe,,,keine Angabe,,,Hecuba,,,,,,,,,,,Sandrart.net:
Froben Christoph von Helfenstein,1573,1622,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Rudolf von Helfenstein-Wiesensteig,1585,1627,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Bernholf von Helmstatt,,,protestantisch,,,,,,,,,,,,,", S. 37",
Georg Philipp von Helmstatt,,,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Hans Philipp von Helmstatt,,,keine Angabe,,,,,,,,,,,,,",",
Johann Weiprecht von Helmstatt,,1617,protestantisch,,,,,,,,,,,,,,
Philipp Christoph von Helmstatt,,,protestantisch,,,,,,,,,,,,,", 1600_sattler, Nr. 64",
Pleickard von Helmstatt,1571,1636,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Stephan Hemmerden,,,katholisch,,,,,,,,,,,,,", S. 498",Gemeinsame Normdatei (GND):
Hieronymus Hempelmeier,,,katholisch,,,,,,,,,,,,,", S. 298",Gemeinsame Normdatei (GND):
Luitgard von Henneberg,1210,1267,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Hieronymus Henninges,,1597,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Henoch,,,andere,,,,,,,,,,,,,,Sandrart.net:
Hugo Henry,,,keine Angabe,,,,,,,,,,,,,,
Hans Hentz,,,keine Angabe,,,,,,,,,,,,,,
Sebastian Hepp,,,keine Angabe,,,,,,,,,,,,,", Bd. 16, S. 439",Gemeinsame Normdatei (GND):
Wolfgang Jakob von Herberstein,,ca. 1627,protestantisch,,,,,,,,,,,,,", Bd. 4, S. 276–277",Gemeinsame Normdatei (GND):
Adam von Herberstorff,1585,1629,protestantisch,,,,,,,,,,,,,", hier S. 159–160",Gemeinsame Normdatei (GND):
Kunigunde Herbishofer,,,christlich allgemein,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Mang Herbishofer,,,christlich allgemein,,,,,,,,,,,,,,
"Heribert, Bischof (Eichstätt)",,1042,katholisch,,,,,,,,,,,,,", S. 53–57",Gemeinsame Normdatei (GND):
"Heribert I., Graf (Vermandois)",ca. 850,907,katholisch,,,,,,,,,,,,,", S. 1911–1999",Gemeinsame Normdatei (GND):
Heritsch (Familie),,,protestantisch,,,Häritsch (Familie),,,,,,,,,,",",
"Herkules, mythologische Person",,,keine Angabe,,,,,,,,,,,,,,Sandrart.net:
Hans Wilhelm Herman,,,protestantisch,,,,,,,,,,,,,,
"Hermann I., Graf (Kastl)",ca. 1032,1056,katholisch,,,,,,,,,,,,,", S. 336",Gemeinsame Normdatei (GND):
"Hermann I., Landgraf (Thüringen)",ca. 1155,1217,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Hermann II., Markgraf (Baden und Verona)",ca. 1060,1130,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Hermann III., Markgraf (Baden und Verona)",1105,1160,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Hermann III., Graf (Cilli)",ca. 1380,1426,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Hermann IV., Markgraf (Baden)",ca. 1135,1190,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Hermann V., Markgraf (Baden und Verona)",,1243,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Hermann VII., Markgraf (Baden)",1266,1291,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Hermann Fortunat, Markgraf (Baden-Rodemachern)",1595,1665,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Heinrich Hermann,,1627,protestantisch,,,,,,,,,,,,,", Teilbd. 6, S. 413",
"Herodes I., König (Judäa)",73 v. Chr.,4,andere,,,,,,,,,,,,,,Sandrart.net:
Herodias,,,andere,,,,,,,,,,,,,,Sandrart.net:
Johann Jakob Herold,zwischen ca. 1570 und 1575,1632,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Tobias Freiherr von Herstenzki zu Herstein,,1632,protestantisch,,,,,,,,,,,,,", Bd. 2, S. 255, Anm. 52",Gemeinsame Normdatei (GND):
Melchior Hertel,zwischen 1559 und 1560,1634,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Hans Burkhart von Hertingshausen,,,keine Angabe,,,,,,,,,,,,,,
Johann Burkhart Hertingshausen,,1624,keine Angabe,,,Johann Burkhart Hartungshausen,,,,,,,,,,", S. 34",
Daniel Hertzog,,,keine Angabe,,,,,,,,,,,,,", S. 47",Gemeinsame Normdatei (GND):
Christoph Herwart,1464,1529,christlich allgemein,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Herwart Herwart,ca. 1357,1423,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Hans Georg Herwart von Hohenburg,1553,1622,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Jakob Herwart,,ca. 1440,christlich allgemein,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Lux Herwart,1427,1485,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Magdalena Herwart,ca. 1503,1573,christlich allgemein,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Ursula Herwart,ca. 1413,1471,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Peter Herz,ca. 1590,1657,katholisch,,,,,,,,,,,,,", S. 269–273, Kat.-Nr. 76 (Sigrid Sangl)",Gemeinsame Normdatei (GND):
"Hesso, Graf (Leiningen)",,1467,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Johann Heinrich Hettinger,,,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Caspar Heuchelin,1571,1626,protestantisch,,,,,,,,,,,,,", S. 165",Gemeinsame Normdatei (GND):
Martin Heuß,,,protestantisch,,,,,,,,,,,,,,
"Hieronymus, Heiliger",347,420,katholisch,,,,,,,,,,,,,", S. 125",Gemeinsame Normdatei (GND):
"Hildebrand von Möhren, Bischof (Eichstätt)",,1279,katholisch,,,,,,,,,,,,,", S. 110–114",Gemeinsame Normdatei (GND):
Johann Konrad Hildebrand,,,katholisch,,,,,,,,,,,,,", S. 295",
"Hildegard, Königin (Frankenreich)",ca. 758,783,katholisch,,,,,,,,,,,,,", S. 68–69",Gemeinsame Normdatei (GND):
Hans Hiller,,,protestantisch,,,,,,,,,,,,,",",
Georg Hilmer von der Wense,,,keine Angabe,,,,,,,,,,,,,,
Andreas Hipp,ca. 1550,1633,keine Angabe,,,,,,,,,,,,,",",
